route_id,stop_id,stop_name,stop_sequence,distance_to_next_stop,travel_time_to_next_stop
983-221,4699-efe3a3fe,Fairway Road,44,0.09555821983232378,0.3
983-221,4783-c6f02559,Hibiscus Coast Highway/Red Beach Road,45,0.2162868378620753,0.48333333333333334
983-221,4785-4a1e35c9,Pohutukawa Avenue,46,0.7536007774354866,1.6833333333333333
983-221,4787-bcb07c06,Jelas Road,47,0.48637447012735335,1.4333333333333333
983-221,4547-79792112,Millwater Parkway/Hibiscus Coast Highway,48,0.45241155177332537,1.3166666666666667
983-221,4566-11580974,Silverdale Centre,49,0.017531512265625375,0.5833333333333334
983-221,4501-e031afd0,Silverdale Centre,50,0.510375064472215,1.55
983-221,4540-9d9bc60b,Millwater Parkway/Hibiscus Coast Highway,51,2.0039473449831364,4.916666666666667
983-221,4982-1f78709d,Stop B Hibiscus Coast,52,,
RBE-402,7005-5e0d0b6d,Customs Street West/Te Komititanga,1,4.372577416452102,10.0
RBE-402,7793-e0a2c749,Orakei Station,2,1.048877725946136,11.0
RBE-402,7589-b74bc2c3,Meadowbank Station,3,3.374850595064402,12.0
RBE-402,1474-94be995d,Stop B Glen Innes Station,4,2.1033964208511633,6.0
RBE-402,1761-6b5487b4,Stop C Panmure Station,5,2.0568263780483935,7.0
RBE-402,7236-b128fdf5,Stop C Sylvia Park,6,3.5738795121517266,15.0
RBE-402,1771-118407aa,Stop D Otahuhu Station,7,0.026686178301000965,1.0
RBE-402,1777-3e02a2cf,Stop B Otahuhu Station,8,1.859491799631096,5.0
RBE-402,2005-b39cf748,Middlemore Station and Hospital,9,2.0297800562671937,5.0
RBE-402,2313-e969f225,Stop C Papatoetoe Station,10,1.2612920369577325,5.0
RBE-402,1793-29934674,Stop C Puhinui,11,2.046249096753213,7.0
RBE-402,2179-0e8b708d,Stop A Manukau Station,12,,
97B-203,4134-b2f9e4dd,Verrans Corner,1,0.315527303448726,0.8333333333333334
97B-203,4176-7688d1ce,Gatman Street,2,0.23604260357396514,0.55
97B-203,4174-fb0f88cd,Stott Avenue,3,0.5728320250709066,1.35
97B-203,4172-5cc5f8f0,Tiri Tiri Road,4,0.28806230073999234,0.6666666666666666
97B-203,4170-308d6d03,Birkdale Road/Eskdale Road,5,0.21800753247373889,0.5
97B-203,4168-3855b6f9,Levesque Street Shops,6,0.25444000263966954,0.6
97B-203,4166-45e94243,Birkdale North School,7,0.1906678523593325,0.43333333333333335
97B-203,4164-551d4672,Birkdale Bible Chapel,8,0.44335373641894354,1.1666666666666667
97B-203,4049-f5b6897e,Lancaster Road,9,0.23361637938385815,0.5333333333333333
97B-203,4047-641945d2,Maria Assumpta Catholic Church,10,0.24974116470620225,0.5833333333333334
97B-203,4043-1f23b270,Shepherds Park,11,0.2426762412926017,0.7666666666666667
97B-203,4037-7a93acc7,Beach Haven Shops,12,0.295376399949518,0.7
97B-203,4035-483cab4e,Gilpin Place,13,0.4093052700754107,0.9333333333333333
97B-203,4033-249ec654,Aeroview Drive,14,0.27915659348149274,0.7333333333333333
97B-203,4031-ae354dce,Lysander Crescent,15,0.4452333107134799,1.1
97B-203,4029-86fcbb8e,Gemini Place,16,0.44602496190087587,1.1333333333333333
97B-203,4027-243bd8c3,Kia Ora Road,17,0.37340910309775566,0.9666666666666667
97B-203,4025-ff19fba8,Island Bay Road,18,0.26000882913348217,0.7
97B-203,4023-2b3d3861,Monte Cassino Place,19,0.3059957360341915,0.7166666666666667
97B-203,4021-1281a1ab,Verrans Corner,20,0.28153003225419004,1.0
97B-203,4067-b3b9fca9,Kauri Road,21,0.2749083650761219,0.85
97B-203,4015-a14b306b,Balmain Road,22,0.23424794857984785,0.8333333333333334
97B-203,4351-644a036d,New World Birkenhead,23,0.2885774224237963,0.8833333333333333
97B-203,4019-77cf720e,Roseberry Avenue,24,0.28135168882412,0.8833333333333333
97B-203,4017-3896d130,Porritt Avenue,25,0.4235436647518921,1.3666666666666667
97B-203,3983-eed81dd3,Birkenhead Square,26,0.2388322213173839,1.1666666666666667
97B-203,4030-2ac77ad4,Highbury Shops,27,0.1478355894708485,0.3333333333333333
97B-203,3949-3e95acd9,Birkenhead Avenue,28,0.22177427579167663,0.35
97B-203,3951-9f0b65bb,Aorangi Place,29,0.32570349562754886,0.48333333333333334
97B-203,3953-65d457e4,Park Avenue,30,0.2436895788514744,0.36666666666666664
97B-203,3955-edf582eb,Onewa Road/Northcote College,31,0.2184544694828403,0.35
97B-203,3957-95f7701d,St Mary's Catholic Church,32,0.3864793259690108,0.5833333333333334
97B-203,3959-54a6c40a,Northcote Primary School,33,0.31506763975173735,0.4666666666666667
97B-203,3961-695cebe3,Bruce Street,34,3.914006839036966,8.066666666666666
97B-203,1315-1e8f2b03,Fanshawe Street/Victoria Park,35,0.3402264122313108,2.0
97B-203,7142-fda95eea,Customs Street West,36,0.5647039350763094,4.0
97B-203,1003-ea94d2b2,Stop B Lower Albert,37,,
314-221,2343-ce70d60f,Mission Heights Primary School,1,0.31457438398416887,0.7166666666666667
314-221,2017-57fc554d,Norwood Drive,2,0.3258969970676208,1.1166666666666667
314-221,2065-5946adeb,Concepts Way,3,0.6498336991582476,1.75
314-221,2309-7018444a,Geranium Avenue,4,0.31431770721939467,0.7166666666666667
314-221,1965-8fdd109e,Ormiston Senior College,5,0.4679729423186663,1.05
314-221,2363-34a0f30c,Stop B Ormiston Town Centre,6,0.6567930778924929,1.4833333333333334
314-221,2497-fd33fd56,Ormiston Road/Ormiston Hospital,7,0.24105235113448337,0.5666666666666667
314-221,2429-0f509c81,Te Irirangi Drive,8,0.2653359786403288,0.6
314-221,2393-6f6f1e3d,Bishop Lenihan Lane,9,0.3749427292944403,0.85
314-221,2391-fb6e4dca,Ormiston Police Station,10,0.5568551032618533,1.25
314-221,2487-37220e87,East Tamaki Methodist Church,11,0.2081292387820788,0.6166666666666667
314-221,6949-7dad757b,East Tamaki Shops,12,0.3604461509013196,0.8
314-221,6946-0d1a7015,Hills Road,13,0.23501791345923254,0.5333333333333333
314-221,6339-209ede24,Church of the Nazarene,14,0.40440510683413516,0.9
314-221,6337-b20b88fd,Otamariki Park,15,0.4587200654976403,1.0333333333333334
314-221,6191-7bd7c621,Otara Transport Centre,16,0.7905690390543485,2.433333333333333
314-221,6481-60f522d4,East Tamaki Road/Wintere Road,17,0.5139056063185277,1.5833333333333333
314-221,6011-87825887,Saint Johns Church,18,0.48809242654561324,1.7666666666666666
314-221,6759-74bf9e88,Cambourne Road,19,0.3996896152825872,1.1833333333333333
314-221,6961-5ee8fa72,Trimmer Terrace,20,0.1821417668439479,0.7333333333333333
314-221,6488-d7a892b0,Woolfield Road,21,0.2477948835225125,0.7333333333333333
314-221,6490-118f1310,Barrie Avenue,22,0.5522121729311393,1.6333333333333333
314-221,6492-227bb41c,Middlemore Crescent,23,0.6456860329590167,1.9333333333333333
314-221,2024-4feecb3f,Middlemore Station and Hospital,24,,
856-203,3107-f77cc5d0,Browns Bay Shops,27,,
883-203,4375-a827c840,Aberley Road,1,0.49575694678702953,1.0666666666666667
883-203,4414-99568767,Witton Place,2,0.1711179283997055,1.5166666666666666
883-203,4348-1f5d98ee,North Shore Memorial Park,3,0.44828947932594293,0.8
883-203,4330-ae4c3179,Aberley Road,4,0.6844990646035729,1.9833333333333334
883-203,4355-9d736d56,Oakway Drive/Schnapper Rock Road,5,0.43948091602390593,1.1666666666666667
883-203,4353-56bd85c4,English Oak Drive,6,0.40663213768426704,0.7666666666666667
883-203,3585-b096a30e,Albany Highway/Schnapper Rock Road,7,0.3484417722746719,0.6
883-203,3629-1b7787ab,Rothwell Avenue,8,2.6192998110495336,5.1
883-203,4225-d1316454,Stop C Constellation,9,,
RBE-402,1771-118407aa,Stop D Otahuhu Station,5,,
152-206,5860-54b01d1a,Stop B Henderson Station,1,0.9007276021469678,2.1333333333333333
152-206,5794-8aa2f17b,Holy Cross Church,2,0.20469991483005684,0.4666666666666667
152-206,5796-b72cce97,Jelicich Court,3,0.3527601575392617,0.75
152-206,5298-1fe4bb52,View Road Shops,4,0.2453030642008264,0.7
152-206,1674-793eaa94,Wattle Road,5,0.3396258836406979,0.7166666666666667
152-206,5304-c568404f,Waari Avenue,6,0.22253671423720034,0.5333333333333333
152-206,5276-8a7a52df,Awaroa Road,7,0.2935372294668623,0.8
152-206,5311-1f07c612,129 Sunnyside Road,8,0.4002327428924279,0.8833333333333333
152-206,5309-089cf496,McKinley Road,9,0.293728196423525,0.7833333333333333
152-206,1676-f3aca142,Sunnyside Road,10,0.47296031292524665,1.05
152-206,1630-ba3b00c3,Sunnyvale Station,11,0.5675786712734892,1.2166666666666666
152-206,1678-8d4a0717,Styca Place Walkway,12,0.5433411964706143,1.4333333333333333
152-206,5468-9a6d278b,478 West Coast Road,13,0.3149641179348796,0.75
152-206,1663-a73badd6,Nicolas Avenue,14,0.627747934115634,1.4
152-206,5049-9f628c08,Maywood Crescent,15,0.43199042241291835,1.0166666666666666
152-206,5047-0aedaf40,Autumn Avenue,16,0.2048539623083018,0.48333333333333334
152-206,5045-f744a072,155 Glengarry Road,17,0.42104184739726985,1.1333333333333333
152-206,5043-b627d017,Glengarry Shops,18,0.3861310913087638,0.9
152-206,5037-f1d252df,125 Rosier Road,19,0.23161280964841974,0.5
152-206,5035-83167894,Pisces Road,20,0.33249184802069304,0.7166666666666667
152-206,5983-8281cc0c,Prospect School,21,0.24128964952376214,0.5166666666666667
152-206,5033-5f702006,Claridge Street,22,0.36504377458071496,0.7833333333333333
152-206,5925-fc0ab0ee,Rosier shops,23,0.4529136390515773,1.0333333333333334
152-206,5408-38083bcf,Swan Hill Drive,24,0.6138818098598952,1.3
152-206,5429-821b0f7e,Glen Eden Station,25,0.3578959247017553,1.9833333333333334
152-206,5427-b21680d9,West Coast Road/Janet Clews Place,26,0.18455189108955036,1.0666666666666667
152-206,5425-d8b6147c,Pleasant Road,27,0.32845611337832736,2.0833333333333335
152-206,5423-43bbf922,Clayburn Road,28,0.29920927946885423,1.7
152-206,5421-e17f66fc,Kelston Shopping Centre,29,0.2701245976677903,1.8
152-206,5805-193596c8,Great North Road/Lynwood Road,30,0.3648807805269429,2.1
152-206,5803-db616686,Great North Road/Fruitvale Road,31,0.3215872606671262,1.8
152-206,5801-5c7a63a4,Wattle Street,32,0.9225894761733772,5.466666666666667
152-206,5914-233d0cdc,Stop E New Lynn,33,,
355-205,1813-f33eb48c,Bay 13 Manukau Bus Station,1,1.3093619875722835,3.7
355-205,6368-126c135c,Birchlea Rise,2,0.6906137672552897,2.033333333333333
355-205,6306-5444647c,Hollyford Drive,3,0.3089924180443091,0.7666666666666667
355-205,6308-787111d1,Boundary Road,4,0.29950009946243,0.8
355-205,6930-1a1dd01f,Hilltop Road,5,0.17862690294413233,0.45
355-205,6934-28d53d8e,Dapple Place,6,0.2515718205050299,0.75
355-205,6926-f403e898,Genesis Place,7,0.4017753647486548,1.25
355-205,6924-f21ae242,Carrick Glen Avenue,8,0.46935438163105253,1.2333333333333334
355-205,6901-f4f36f21,Broadhurst Road,9,0.3292280496697317,0.8333333333333334
355-205,1914-6b6d7571,Brookview Drive/Flat Bush School Road,10,0.40375456464910736,1.0333333333333334
355-205,2371-7e04d6de,Kerrykeel Drive roundabout,11,0.37840080993566494,1.15
355-205,2452-0ca382f2,Stop C Ormiston Town Centre,12,0.45474894962240053,1.2166666666666666
355-205,1962-ebe3afb5,Ormiston Senior College,13,0.20495590872319652,0.5666666666666667
355-205,2454-e171ed2c,Geranium Avenue,14,0.3205297131639142,0.9
355-205,2450-7f1fd6e5,Murphys Road,15,0.3585513824714401,1.0
355-205,2244-4fc057d6,Sarazen Drive,16,0.4482402524262934,1.4166666666666667
355-205,6228-616dfaf4,Mission Heights Junior College,17,0.35537337570998784,1.0166666666666666
355-205,1993-9554c405,Jeffs Road,18,0.31377007409958585,0.8666666666666667
355-205,2016-d13e72d3,Fairhill Place,19,0.3568384088397034,1.1833333333333333
355-205,2011-bc4fba0d,Mission Heights Drive,20,0.16097641774666846,0.5833333333333334
355-205,1958-07d75435,Vin Alto Drive,21,0.3172327769328151,0.8833333333333333
355-205,2015-ad55b4b5,Chard Place,22,0.2869593811659864,0.95
355-205,2017-57fc554d,Norwood Drive,23,0.5600996617196773,1.6333333333333333
355-205,6983-dad68cb6,Topland Drive,24,0.45563438376004267,1.25
355-205,6985-0a2b05a8,Kensway Drive,25,0.8691952304090843,2.85
355-205,6227-f830282d,Cyril French Drive,26,0.7081267783719372,2.3833333333333333
355-205,6196-5e67568e,Ballybay Road,27,0.3697006520049796,1.1
355-205,6939-e7e9bc4d,Chapel Road,28,0.3751102667963832,1.1166666666666667
355-205,6375-ff71e2db,Delmont Close,29,0.317566538817768,0.8666666666666667
355-205,6373-b705922e,Moyrus Crescent,30,0.4869906984222257,1.35
355-205,6887-6daccac8,Logan Carr Reserve,31,0.16763305344310353,0.4666666666666667
355-205,6861-adbc46e2,Inagh Close,32,0.3474578807688425,1.2
355-205,1937-34993593,Glamworth Place,33,0.658691656700125,3.2
355-205,6231-190b2aaa,Stop A Botany Town Centre,34,,
926-203,4010-879b57fd,Glenfield Mall,1,0.25007668284227635,0.8666666666666667
926-203,4008-398f523e,Downing Street Reserve,2,0.5651855826160136,1.3333333333333333
926-203,4006-6e9d4385,Chartwell Avenue,3,0.3219528883753004,0.7833333333333333
926-203,3723-051a9a16,Lingfield Street,4,0.11798113918730098,0.3333333333333333
926-203,3902-826431b6,Chequers Avenue,5,0.3338974136910778,0.7166666666666667
926-203,3900-78cd60ba,Wykeham Place,6,0.1817215868938365,0.48333333333333334
926-203,4183-532ac9ef,Blenheim Street/Archers Road,7,0.1907555925814588,0.5
926-203,3896-69383d9a,Archers Road/Beatrice Avenue,8,0.1570543551359691,0.5
926-203,3851-5680653e,Nea Place,9,0.1773731128074809,0.65
926-203,3823-df231f2a,Coronation Road/Beatrice Avenue,10,0.1989922414667917,0.7
926-203,3849-dd3ac529,Lynden Avenue/Mountbatten Avenue,11,0.11111804092800799,0.4
926-203,3980-81b2d3ba,Mountbatten Avenue/Lynden Avenue,12,0.3885407970121443,0.9333333333333333
926-203,3829-530fbc43,Hume Drive/Mountbatten Avenue,13,0.16325803751976964,0.45
926-203,3962-f9be311d,Hume Drive,14,0.17254577648826042,0.8666666666666667
926-203,3964-8606c1cd,Betsland Crescent,15,0.18171080175553622,0.5666666666666667
926-203,3833-16abb69d,Gretel Place,16,0.2870909538647666,0.7666666666666667
926-203,3968-b32f03b2,Monarch Park,17,0.33807478760984944,0.9166666666666666
926-203,3988-c80aba22,Pupuke Road/Tilden Avenue,18,0.2994311076377106,0.6666666666666666
926-203,3990-2a56ccc7,Lydia Avenue,19,0.376205287322781,0.65
926-203,3903-77029bb4,Holdaway Avenue,20,0.5027371832297299,1.3
926-203,3907-101c5c50,Lake Road,21,0.20198559522244036,0.6
926-203,4064-9e0f4b9f,Stop A Northcote,22,0.2946797324283525,1.7833333333333334
926-203,4048-5c33da31,Cadness Street,23,0.3902247749163114,1.6166666666666667
926-203,4050-bd242003,Tonar Street,24,0.26260028230558763,1.0833333333333333
926-203,4052-be4d61cf,Akoranga Drive,25,0.25992983396968306,1.3666666666666667
926-203,4054-88e31ac2,AUT North Shore Gate 1,26,0.24429934807306855,1.0666666666666667
926-203,4319-bd819ef2,AUT North Shore Gate 2,27,0.4079595561222162,3.0833333333333335
926-203,4087-ec6d4a67,Stop D Akoranga,28,,
735-221,1940-b14bdf30,Half Moon Bay Terminal,1,0.2758707194018349,0.6166666666666667
735-221,1901-2a33f920,Fresh Choice Half Moon Bay,2,0.5184706305775576,1.35
735-221,6078-65b66647,Loloma Drive,3,0.2504936474423814,0.5833333333333334
735-221,6916-9a4980f6,Jillteresa Crescent,4,0.4175283071301887,1.0833333333333333
735-221,6195-4206438c,Bucklands Beach Road,5,0.25436763127015444,0.6
735-221,2101-d62c3095,Wycherley Drive,6,0.34638845224042303,0.8166666666666667
735-221,6193-05bc34d8,Macleans Road,7,0.3783102844072619,0.9833333333333333
735-221,1942-774fa370,Murvale Drive,8,0.41646026240517137,1.1
735-221,6185-b1e15683,Murvale Reserve,9,0.427493247505624,1.0833333333333333
735-221,1905-26310b3d,Patons Road,10,0.24535013394478034,0.6166666666666667
735-221,6263-40106a9f,Bleakhouse Road,11,0.3205805329497751,0.7333333333333333
735-221,6262-a1343a76,Stockade Hill,12,0.36658910418266444,0.8333333333333334
735-221,6264-1bf759a4,Howick Village,13,0.5311252638739606,1.3166666666666667
735-221,6282-6567d29f,Nixon Centennial Park,14,0.33681906038510884,0.8
735-221,6280-4155a6d5,Howick Beach,15,0.40708512264265445,0.9166666666666666
735-221,6284-e96389df,Island View Terrace,16,0.38127200919938764,1.3166666666666667
735-221,6286-07efab72,Tainui Road,17,0.46193316752146885,0.8
735-221,6288-dffcaa1f,Shelly Beach Parade,18,0.31414563847160637,0.7666666666666667
735-221,1964-23b027f1,Sea View Terrace,19,0.4408289142529195,1.1833333333333333
735-221,1991-3540e38a,Robbies Road,20,0.37637402818946997,0.9333333333333333
735-221,6291-a5e927f2,John Gill Road,21,0.2963973833123358,0.7
735-221,6289-960f4799,Somerville Road,22,0.19775432305772547,0.55
735-221,1975-c0ddf99d,Sunnyview Avenue,23,0.23245548957211484,0.8333333333333334
735-221,6250-4570a4b6,Currell Way,24,0.3966656874056964,0.9
735-221,6252-95cc5792,Meadowland Reserve,25,0.30013948889182496,0.6666666666666666
735-221,6254-09b1a901,Renway Rise,26,0.4069691583651659,0.9
735-221,6256-b94001a4,Meadowlands Shopping Centre,27,0.34301953364577803,0.8
735-221,6200-fa63e12d,Northpark Avenue,28,0.4767556289843412,1.0833333333333333
735-221,6204-ae945e4d,Millhouse Reserve,29,0.4668884198943512,1.0333333333333334
735-221,1936-3b7fca24,Milhouse Medical Centre,30,0.3175874641676777,0.7166666666666667
735-221,6212-e18d33a6,Botany Road,31,0.17939769365006228,0.48333333333333334
735-221,6031-505ab006,Botany Super Clinic,32,0.3224848911329754,0.7166666666666667
735-221,1998-840aefc1,Ko Lane,33,0.29691174505534734,0.65
735-221,6230-39c4dc10,Paradice Ice Skating,34,0.6284612514635537,1.5333333333333334
735-221,6233-47eb8987,Stop B Botany Town Centre,35,,
WX1-206,1005-c105552e,Stop D Lower Albert,1,0.568315662981944,3.183333333333333
WX1-206,7030-621caa72,Victoria Street West,2,0.34589341066531226,1.55
WX1-206,7082-6e0c4fef,St Matthews-in-the-City,3,0.27036077538065206,1.2666666666666666
WX1-206,7084-4da5d2dd,Nicholas Street,4,0.33476976946091824,1.6
WX1-206,1524-2e7e0ebb,YMCA,5,0.40482603157260777,2.4
WX1-206,7136-7b4dffe1,Rainbow Bridge/Karangahape Road,6,9.185206889790846,11.0
WX1-206,5061-8fccf5dd,Stop D Te Atatu Bus Interchange,7,2.112511707680892,5.0
WX1-206,5931-cce35644,Stop D Lincoln Bus Interchange,8,3.981162802021835,8.3
WX1-206,5991-fe74ede0,Tawhia Drive/Rotu Drive,9,0.34268033405792386,0.7
WX1-206,5941-0575e04d,NorthWest Shopping Centre,10,,
RBW-402,5912-51462bce,Stop D New Lynn,1,1.3602517893330612,6.0
RBW-402,1634-49ae3b50,Fruitvale Road,2,1.4056652181821077,7.0
RBW-402,5458-17f9a876,Glen Eden Station,3,2.300434151920503,7.0
RBW-402,1632-680e98b4,Sunnyvale Station,4,2.01211083387943,6.0
RBW-402,5841-86978172,Stop A Henderson Station,5,1.2224191945505258,5.0
RBW-402,5424-99adf776,Swanson Road/Sturges Road Station,6,1.759468944409188,6.0
RBW-402,1617-3a7a204f,Ranui Station,7,2.4266246661774407,5.0
RBW-402,5975-c6cc5505,Swanson Station,8,,
11T-202,1005-c105552e,Stop D Lower Albert,1,0.568315662981944,3.183333333333333
11T-202,7030-621caa72,Victoria Street West,2,0.34589341066531226,1.55
11T-202,7082-6e0c4fef,St Matthews-in-the-City,3,0.27036077538065206,1.2666666666666666
11T-202,7084-4da5d2dd,Nicholas Street,4,0.33476976946091824,1.6
11T-202,1524-2e7e0ebb,YMCA,5,0.40482603157260777,2.4
11T-202,7136-7b4dffe1,Rainbow Bridge/Karangahape Road,6,0.35353172629978147,0.7
11T-202,8100-08cef0ad,Ponsonby Road,7,0.22991832749556934,0.45
11T-202,8102-7250bcd8,Burns Street,8,0.29926954650143445,0.5833333333333334
11T-202,8104-8bfd88ba,Sussex Street,9,0.21061994640291629,0.4
11T-202,8106-95c39e43,King Street,10,0.23543864541565296,0.4666666666666667
11T-202,8108-01016126,Bond Street,11,0.39488127403910106,0.7666666666666667
11T-202,8112-dbbd55df,St Joseph's Church,12,0.2565964383455886,0.5333333333333333
11T-202,8114-f4e4a02c,Great North Road/Grey Lynn Shops,13,0.2835390592949523,0.6666666666666666
11T-202,8118-170afaad,Great North Road/Grey Lynn School,14,0.44293182113143137,0.9
11T-202,8120-1485cc06,Bullock Track,15,0.6213975895883466,1.2333333333333334
11T-202,8122-89235838,Western Springs Park & MOTAT,16,0.43734956392840807,0.8333333333333334
11T-202,8124-c7d84961,Auckland Zoo,17,0.35220969274950753,0.6833333333333333
11T-202,8126-d353d90c,Pasadena Shops,18,0.21435861081853844,0.43333333333333335
11T-202,8128-bec6b4a3,Walmer Road,19,0.21949464493850776,0.4166666666666667
11T-202,8130-197d3cff,Great North Road/Pt Chevalier Shops,20,5.392540708796442,10.933333333333334
11T-202,5061-8fccf5dd,Stop D Te Atatu Bus Interchange,21,2.058729656844141,5.0
11T-202,5935-65f6f8d2,Stop F Lincoln Bus Interchange,22,0.2232518015333255,0.8666666666666667
11T-202,5613-d8443403,RNZ Radio Masts,23,0.7217814551185076,2.1333333333333333
11T-202,5615-881dbbf0,Huruhuru Road,24,0.3839745576679321,1.1666666666666667
11T-202,5617-b2f2708e,Doone Place,25,0.3444014938302881,1.0333333333333334
11T-202,5619-0e946dda,Lincoln Park Avenue,26,0.3145704546363364,0.95
11T-202,5621-71d2bb94,Makora Road,27,0.47669053109678317,1.4833333333333334
11T-202,1550-f1cca1ce,Helleur Road,28,0.22380588752796352,0.9333333333333333
11T-202,5571-a3144d16,Royal Road School,29,0.256890243267306,1.05
11T-202,1591-916cb3b8,Mcwhirters Farm Lane,30,0.329735146309572,1.0166666666666666
11T-202,1593-c93038b9,Alloway Street,31,0.2959123979638323,0.9166666666666666
11T-202,1595-09e7b151,Tihema Lane,32,0.30034124489447,1.0666666666666667
11T-202,1597-03dc6bd7,Maki Street South,33,0.1821954291151195,0.7333333333333333
11T-202,1599-7b11ac3b,Stop B Westgate,34,0.5047242590102876,1.5333333333333334
11T-202,5991-fe74ede0,Tawhia Drive/Rotu Drive,35,0.34268033405792386,1.1166666666666667
11T-202,5941-0575e04d,NorthWest Shopping Centre,36,,
162-202,1653-b8232a91,Stop C Henderson Station,1,0.7121521437443078,2.3666666666666667
162-202,5851-4bd0d724,Great North Road/McLeod Road,2,0.33061251930537394,0.7333333333333333
162-202,5853-5a5be7e8,Dellwood Avenue,3,0.4067487174569986,1.1833333333333333
162-202,5526-4d954295,Tirimoana Road,4,0.19273595170707247,0.4166666666666667
162-202,5528-bf46448a,Cron Reserve,5,0.3629088681880436,0.8333333333333334
162-202,5511-e57c8e65,Crystal Avenue,6,0.25688389162025926,0.9666666666666667
162-202,5513-494f99f4,Barrys Road,7,0.3055201767743976,0.6833333333333333
162-202,5515-c96772a1,Glendene School,8,0.31269612334964925,0.7833333333333333
162-202,5519-ba37c099,Barrys Road/Hepburn Road,9,0.2673444436485365,0.5833333333333334
162-202,5521-7300fdbf,Delegat's Wine Estate,10,0.1727946014864075,0.45
162-202,5523-4a8f627f,Akatea Road,11,0.4954836085554788,1.4833333333333334
162-202,5525-1eebbae9,Harmel Road,12,0.33515594939045595,1.0166666666666666
162-202,1693-603894c4,Phelps Place,13,0.26496485177704804,1.1166666666666667
162-202,5546-6ec3b5fb,Rosewarne Crescent,14,0.4085395425056583,1.2833333333333334
162-202,5548-d6e1b5e4,Blythe Place,15,0.1905549589981818,0.8833333333333333
162-202,5550-41f3ac16,Sabulite Road,16,0.44868365720044157,1.5666666666666667
162-202,5281-363dc9ce,St Leonards Road School,17,0.2898306080894342,0.8833333333333333
162-202,5283-94e9d9ea,Kelston Boys' High School,18,0.3087447325505553,1.1
162-202,1613-36cfbbeb,Kelston School,19,0.5305284430956639,1.7166666666666666
162-202,5847-0321ad9d,Kelston Girls' College,20,0.2412366153311455,0.8
162-202,5805-193596c8,Great North Road/Lynwood Road,21,0.3648807805269429,1.15
162-202,5803-db616686,Great North Road/Fruitvale Road,22,0.3215872606671262,1.0
162-202,5801-5c7a63a4,Wattle Street,23,0.9225894761733772,3.0
162-202,5914-233d0cdc,Stop E New Lynn,24,,
11W-202,5959-cc4bb279,Kedgley Road/Maki Street,1,0.430010820166802,1.2
11W-202,5990-ad2ea439,Tawhia Drive/Kohuhu Lane,2,0.46886260975732436,1.0666666666666667
11W-202,1592-5cb98cf9,Stop C Westgate,3,0.3162778223147491,0.9333333333333333
11W-202,5911-d920ce17,Massey Leisure Centre,4,0.3415219033306685,0.8833333333333333
11W-202,5563-33d327c0,St Paul's School,5,0.420667474830724,1.3
11W-202,1690-acf68a6f,Royal Road/Don Buck Road roundabout,6,0.21185949390080328,0.48333333333333334
11W-202,5896-17dc3c4f,Beauchamp Drive,7,0.394502101552574,1.1
11W-202,1688-21c61d4f,Yule Place,8,0.2974610091610501,0.7666666666666667
11W-202,5589-c8aa68df,Triangle Road/Bellringer Road,9,0.20635607120541466,0.65
11W-202,5608-db79d544,18 Reynella Drive,10,0.3043607871119905,0.6833333333333333
11W-202,5610-d52e6408,Gallony Avenue,11,0.2618946995569493,0.8833333333333333
11W-202,5612-67f7b758,Talmar Place,12,0.1612074661410888,0.43333333333333335
11W-202,5614-9a73e1cf,Waimumu Road,13,0.2708334837401078,0.8
11W-202,5609-9fad453c,Dovey Place,14,0.3050961732349454,0.7166666666666667
11W-202,5607-afec1a58,Keegan Drive,15,0.3691502528632775,0.8333333333333334
11W-202,5605-de5b0da9,Chorley Avenue,16,0.4715342251607498,1.25
11W-202,5626-990996fa,Huruhuru Road,17,0.7144813345069859,2.2333333333333334
11W-202,5930-a1619920,Stop G Lincoln Bus Interchange,18,0.17454554457021043,0.6833333333333333
11W-202,5901-853b2260,Stop A Lincoln Bus Interchange,19,2.0019045554178843,3.9166666666666665
11W-202,5096-07314091,Stop A Te Atatu Bus Interchange,20,5.545373684576068,11.383333333333333
11W-202,8131-3cc7ec8a,Great North Road/Pt Chevalier Shops,21,0.17315398215612368,0.35
11W-202,8129-39943bed,Walmer Road,22,0.3109902010897615,0.6166666666666667
11W-202,8127-33d8995c,Pasadena Shops,23,0.3104460690207451,0.6
11W-202,8125-0b23e96e,Auckland Zoo,24,0.4612377570601865,0.9
11W-202,8123-af1d2f39,Western Springs Park,25,0.3258174599812819,0.6666666666666666
11W-202,8121-2a2cd206,Great North Road/MOTAT,26,0.2764693888660346,0.55
11W-202,8119-e41c6252,Bullock Track,27,0.43354118847539463,0.8666666666666667
11W-202,8117-0671251b,Great North Road/Grey Lynn School,28,0.3210340627061922,0.7166666666666667
11W-202,8115-d510785e,Great North Road/Grey Lynn Shops,29,0.16637829054928568,0.35
11W-202,8113-669001e8,St Joseph's Church,30,0.18473427526012498,0.4166666666666667
11W-202,8111-90faa379,Northland Street,31,0.5154944079845359,1.0
11W-202,8107-c8de6594,King Street,32,0.2895565324096943,0.5833333333333334
11W-202,8105-5b355394,Sussex Street,33,0.223625902965927,0.45
11W-202,8103-aa6d2901,Burns Street,34,0.1888776502204206,0.38333333333333336
11W-202,8101-29d73840,Ponsonby Road,35,0.4606100136701289,0.9166666666666666
