route_id,stop_id,stop_name,stop_sequence,distance_to_next_stop,travel_time_to_next_stop
191-203,8683-81535039,Oriana Avenue,45,0.47452331903452466,2.433333333333333
191-203,7123-62288993,Lynfield Shops,46,,
RBSX-402,7005-5e0d0b6d,Customs Street West/Te Komititanga,1,3.0488118541659444,13.0
RBSX-402,7400-cd37ea9e,Stop F Newmarket Station,2,14.944768983942007,30.0
RBSX-402,1793-29934674,Stop C Puhinui,3,,
N10-221,7016-875f30cb,Stop A Britomart Queens Arcade,1,0.15749465175199592,0.5166666666666667
N10-221,7048-740ac051,Fort Street,2,0.09148353211091252,0.23333333333333334
N10-221,7050-49cd8c3b,Vulcan Lane,3,0.13485547173922632,0.31666666666666665
N10-221,7052-abdd2f80,Durham Street,4,0.2764950768001343,0.65
N10-221,7054-a8a7b9c4,Wellesley Street,5,0.16486352502552173,0.38333333333333336
N10-221,7058-d68c50d8,Aotea Square,6,0.20782036236738977,0.5
N10-221,7060-9214ca4a,Auckland Town Hall,7,0.33375688032296486,0.7833333333333333
N10-221,7062-7912ff0f,Queen Street/Myers Park,8,0.12027795723176574,0.3
N10-221,7064-7b303e19,Queen Street/Karangahape Road,9,0.14522309947067594,0.4166666666666667
N10-221,1069-6968c8a2,Symonds Street Cemetery,10,0.75676646317431,1.75
N10-221,1028-415317ed,Park Road/Auckland City Hospital,11,0.5264338110032925,1.4333333333333333
N10-221,7178-3c888352,Khyber Pass Road/Mountain Road,12,0.49940576041797563,1.15
N10-221,7180-d8879c11,Broadway,13,0.39475802669298554,1.0666666666666667
N10-221,7202-874169c4,Stop D Westfield Newmarket,14,0.23167001213805447,0.5666666666666667
N10-221,7208-72f6415f,Clovernook Road,15,0.35146715310323284,0.8333333333333334
N10-221,8700-b4d9b39a,Manukau Road/Great South Road,16,0.5872357897005482,1.35
N10-221,8704-7f5bfc58,Epsom Library,17,0.36973348683753526,0.8666666666666667
N10-221,8708-2fcfb421,Ranfurly Road,18,0.5908836027473494,1.3666666666666667
N10-221,8712-5274f94e,King George Avenue,19,0.2908857600823446,0.6833333333333333
N10-221,8714-91b633d9,Green Lane West,20,0.23487516223298016,0.55
N10-221,8716-efc2b729,Aria Park Retirement Village,21,0.348440517123335,0.8166666666666667
N10-221,8718-dedfab5e,Banff Avenue,22,0.31109413070823766,0.7833333333333333
N10-221,8722-7318c6d1,Manukau Road/Greenwoods Corner,23,0.3144786937784896,0.7333333333333333
N10-221,8724-e5c43862,Gladwin Road,24,0.5040491711017363,1.15
N10-221,8728-8e321e1c,Maungakiekie/One Tree Hill Domain,25,0.3434560614978651,0.7833333333333333
N10-221,8730-d33850d3,Stop B Royal Oak,26,0.440864873219641,0.9666666666666667
N10-221,8732-8e273a77,850 Manukau Road,27,0.23844157655517703,0.6166666666666667
N10-221,8742-e03e7f8c,Trafalgar Street,28,0.41578046149012055,0.9166666666666666
N10-221,8479-711c8551,Tin Tacks Corner,29,0.3568630406364096,0.8833333333333333
N10-221,8739-11cd6e2d,Onehunga Mall/Grey Street,30,0.2031407890938286,0.5666666666666667
N10-221,7795-9216c22f,Arthur Street roundabout,31,0.3449620805032661,1.3666666666666667
N10-221,8591-cdc433f1,Stop E Onehunga,32,0.1904008976098451,1.1166666666666667
N10-221,1039-4731e87c,Onehunga Station,33,1.730670686784957,5.1
N10-221,6680-035db0ce,Crawford Avenue,34,0.2332169245501267,0.7333333333333333
N10-221,6689-75803485,Mangere Bridge Shops,35,0.34036550325179993,0.7333333333333333
N10-221,6691-9b1fea4b,Mangere Bridge School,36,0.2692260272199262,0.6
N10-221,6693-3d967634,Te Pane o Mataoho/Mangere Mountain,37,0.43384907134725514,0.9333333333333333
N10-221,2417-3666f94e,Tanners Road,38,0.4719012048621397,1.15
N10-221,2392-80d65b1e,Hinau Road,39,0.5414874033963343,1.2833333333333334
N10-221,2390-efe943c3,Mangere College,40,0.672938122123655,1.4666666666666666
N10-221,6953-eba33681,Te Kura Kaupapa Maori o Mangere,41,0.5139987820912414,2.066666666666667
N10-221,6955-d08738e8,Mangere Town Centre,42,0.5170358994166068,1.6833333333333333
N10-221,6626-99ecc68e,Mangere Baptist Church,43,0.5953327056415172,1.3166666666666667
N10-221,2063-e49e3bc1,Pacific Islands Church,44,0.42155842776110075,0.9833333333333333
N10-221,2325-cedb739e,Buckland Road/Southern Cross Campus,45,0.6931754167863786,1.5
N10-221,2321-99c96e0d,Buckland Road/Massey Road,46,0.7620123612932971,1.6333333333333333
N10-221,6447-ad63c228,Raglan Street,47,0.3630541768681223,0.7833333333333333
N10-221,6445-c3888886,Graeme Avenue Shops,48,0.293996190510087,0.65
N10-221,6443-1dbcb764,Franklin Avenue,49,0.5081661511404273,1.3166666666666667
N10-221,6523-182b9879,Ashlynne Avenue,50,0.4116301935780867,0.9
N10-221,6521-17391e07,Spring Street,51,0.33455595688663203,0.7333333333333333
N10-221,6519-da2e3bf0,Station Road/Papatoetoe Station,52,0.20649734236054293,0.9666666666666667
N10-221,6480-03e9bdd7,Stop A Papatoetoe Station,53,0.3619371450066941,0.8333333333333334
N10-221,2456-da7f1589,144 Shirley Road,54,0.4669961870861035,1.0666666666666667
N10-221,6751-08e899a9,Trimmer Terrace,55,0.3829782556387049,0.8333333333333334
N10-221,6742-468b2326,Cambourne Road,56,0.47297732303872037,1.1333333333333333
N10-221,2282-98a569ca,Saint Johns Church,57,0.47899763914560334,1.2333333333333334
N10-221,6468-c8e8e1d6,East Tamaki Road/Wintere Road,58,0.8530285161122113,1.9333333333333333
N10-221,6197-ad7071c6,Otara Transport Centre,59,,
83-203,3107-f77cc5d0,Browns Bay Shops,1,0.4409589215299462,0.8833333333333333
83-203,3120-04dad8cc,Beechwood Road,2,0.21082712312961752,0.38333333333333336
83-203,3118-05e664dd,Browns Bay School,3,0.16902733842981457,0.3
83-203,3112-9720422c,Masterton Road,4,0.42989241131867234,0.7333333333333333
83-203,3091-4502a2ef,Browns Bay Road,5,0.38685949228686684,1.0
83-203,3093-073ed9a3,East Coast Bays Fire Station,6,0.2641991909097369,0.4666666666666667
83-203,3095-8f6c20ad,Rothesay Bay Shops,7,0.4059675396086165,0.75
83-203,3097-6fe84b2c,Kwang Lim Methodist Church,8,0.3784430597244779,0.65
83-203,3099-d60108bf,Murrays Bay Beach,9,0.22582255967440296,0.45
83-203,3135-052b0e2f,Lyons Avenue,10,0.32847249210931656,0.7166666666666667
83-203,3137-1b13c683,Jutland Street,11,0.3811782465124744,0.65
83-203,3139-7cfeb0c1,Mairangi Bay Shops,12,0.19160576577440874,0.4166666666666667
83-203,3190-d4b6dbdc,Ramsgate Terrace/Beach Road,13,0.3620673727700329,0.65
83-203,4335-0bb7c6d0,Mairangi Bay Park,14,0.3165065039925557,0.6
83-203,3192-ef0df26a,Amante Crescent,15,0.46584000387624735,0.8166666666666667
83-203,3194-b33809b5,Maxwelton Drive/East Coast Road,16,0.5271092118028485,1.0333333333333334
83-203,3171-e407cb3f,Constellation Drive/Apollo Drive,17,0.3137016996228719,0.5333333333333333
83-203,3173-1a4136ad,Atlas Place,18,0.21861536878909313,0.38333333333333336
83-203,3175-c8fa8ac3,Vega Place,19,0.4524625718562459,2.566666666666667
83-203,4222-1f71df5f,Stop A Constellation,20,1.3687240900930875,2.9
83-203,3219-bb8cdfc6,Stop A Sunnynook,21,2.8196395740080957,2.1
83-203,3353-6403c547,Stop D Smales Farm,22,0.3142542791330739,0.55
83-203,3345-fcb40011,Shea Terrace,23,0.2426200714169973,0.3
83-203,3347-1681eb42,Northcote Road,24,0.3583484640498977,0.43333333333333335
83-203,3349-37cac237,Taharoto Park,25,0.22831218541669837,0.2833333333333333
83-203,3351-f85fcd38,St Joseph's Catholic Church,26,0.4096822696963777,0.55
83-203,3277-dda3fc65,Barrys Point Road,27,0.49923250182523865,3.8833333333333333
83-203,3568-f27e3073,Stop B Takapuna,28,,
982-221,4632-b93a291f,Whangaparaoa Road/Manly Shops,1,0.03954591571062716,0.31666666666666665
982-221,4629-2cc80f99,Whangaparaoa Road/Manly Shops,2,0.35986404372651953,0.6166666666666667
982-221,4631-151088d9,Brixton Road,3,0.2552922496168527,0.43333333333333335
982-221,4633-dc016c84,Zealandia Road,4,0.3183497978798626,0.55
982-221,4635-b29779bf,Sundown Avenue,5,0.19595826093589974,0.35
982-221,4637-8dad07de,Rakino Avenue,6,0.47780461813045544,0.9166666666666666
982-221,4639-ce344bd1,Whangaparaoa Road/Ladies Mile,7,0.4715059907772176,0.8
982-221,4641-ccd98d9a,Coast Plaza,8,0.28353695079215296,0.5833333333333334
982-221,4734-d58177ca,Delshaw Avenue,9,0.2692404627460507,0.5
982-221,4736-be832202,Layton Road,10,0.3141973005044636,0.6
982-221,4738-27f97c5f,Shuttleworth Place,11,0.25247200579844753,0.5833333333333334
982-221,4740-c23e2724,Bonita Avenue,12,0.5783016371999765,1.1166666666666667
982-221,4749-1aeb90b9,Stanmore Bay Leisure Centre,13,0.3462510377014132,0.65
982-221,4751-55c9e96f,Kauri Road,14,0.30973244613257833,0.5833333333333334
982-221,4753-cb1dc925,Langton Road,15,0.3218003401540791,0.6
982-221,4755-62845564,Jean Place,16,0.21302671407986953,0.4166666666666667
982-221,4757-48f31603,Waiora Road,17,0.2655243136254606,0.5166666666666667
982-221,4759-c28af076,Brightside Road/Whangaparaoa Road,18,0.2861926924331448,0.5833333333333334
982-221,4653-70bb74dc,489 Whangaparaoa Road,19,0.3115568260696984,0.65
982-221,4657-c1834657,Ti Tree Lane,20,0.3881691373858516,0.75
982-221,4659-11e48938,Blue Heron Rise,21,0.39685252267784377,0.7666666666666667
982-221,4661-04378452,Shadon Place,22,0.40256926324773284,0.7666666666666667
982-221,4663-1431113a,Whangaparaoa Road/Vipond Road,23,0.3803113281514927,0.8166666666666667
982-221,4665-1f13b0ec,261 Whangaparaoa Road,24,0.39452448438473364,0.8166666666666667
982-221,4667-2a3b85b7,Matheson Road,25,0.5601744724948399,1.15
982-221,4669-a90ffd9a,Whangaparaoa Road/Red Beach Road,26,0.627625211876621,1.1666666666666667
982-221,4671-4b278c8b,Tawhana Crescent,27,0.3592999257372396,0.7
982-221,4673-9ba6ac58,John Dee Crescent,28,0.23401013745589835,0.43333333333333335
982-221,4675-d34dc374,Panorama Court,29,2.2090545788208127,4.25
982-221,4982-1f78709d,Stop B Hibiscus Coast,30,,
27T-202,7026-16a884b8,Galway Street,1,0.3837385338888138,1.8333333333333333
27T-202,7140-40c91a0c,Anzac Avenue/Beach Road,2,0.48258680196398696,2.2
27T-202,7146-d3bc243f,Stop B Waterloo Quadrant,3,0.58919441914552,2.2333333333333334
27T-202,7150-a8d5cc49,Stop B Auckland Universities,4,0.5966325668506146,2.2666666666666666
27T-202,7158-d38de945,Stop A Grafton Bridge,5,0.42015363052655114,1.6
27T-202,7168-27503fd0,Symonds Street/Upper Symonds Street,6,0.37284703712695455,1.5666666666666667
27T-202,8500-b8198a83,Powerstation,7,0.37504238081801633,1.5166666666666666
27T-202,8502-39116aa8,Akiraho Street,8,0.22687639573391372,1.0
27T-202,8504-5c58d944,Esplanade Road,9,0.293320992505985,1.15
27T-202,1870-e4a340c2,Tahaki Reserve,10,0.23519688807081623,0.9333333333333333
27T-202,8506-3024a20c,Mount Eden Domain,11,0.24507303626302276,0.95
27T-202,8508-f54f12f2,Bridgman Reserve,12,0.45922148575347366,1.75
27T-202,8510-e93a5c99,Stop B Mount Eden Village,13,0.20356660221681627,1.1
27T-202,8512-e3fd368e,Mount Eden Village,14,0.17035882678575645,0.9833333333333333
27T-202,8514-2daa5396,Crystal Palace Theatre,15,0.29282635912268334,1.5333333333333334
27T-202,8516-5f22e462,Pencarrow Avenue,16,0.48867522858091533,2.5166666666666666
27T-202,8518-e502bfc0,Wairiki Road,17,0.41229256767624184,2.15
27T-202,8522-d0ca6957,Peary Road,18,0.2817888102878464,1.4833333333333334
27T-202,8524-126551dc,Rahiri Road,19,0.19659195375314167,1.15
27T-202,8526-93178054,Te Tatua-a-Riukiuta/Big King,20,0.20816640638413073,1.1
27T-202,8528-be0bc614,Three Kings Grove,21,0.46113264201939796,2.466666666666667
27T-202,8530-aba377f6,Kingsway,22,0.28876300229614865,1.5166666666666666
27T-202,8532-abbbf5fd,Three Kings School,23,,
805-202,3462-53d6f132,Devonport Terminal,1,0.3378940197282632,2.0166666666666666
805-202,3449-d30ca831,Devonport Shops,2,0.26795428326464704,1.5333333333333334
805-202,3407-42e16cae,Hastings Parade,3,0.1496802028899072,0.75
805-202,3405-412d908f,St Pauls Devonport,4,0.43163987457337544,2.6166666666666667
805-202,3403-1b567091,Mozeley Avenue,5,0.8354480922355647,5.083333333333333
805-202,3473-fb9f2220,William Sanders Retirement Village,6,0.15795332416438065,1.0
805-202,3475-9e6b72d4,Wesley Street,7,0.15557540137263653,1.0333333333333334
805-202,3510-0d176035,Regent Street,8,0.33791741062249686,2.35
805-202,3401-ad26aa97,Kawerau Avenue,9,0.3369487889622756,1.6833333333333333
805-202,3399-def5ca78,Montgomery Avenue,10,0.2884844816133818,1.9333333333333333
805-202,3488-c4803514,Belmont Shops,11,,
988-221,4644-67f27b66,Coast Plaza,1,0.4671691522364384,0.65
988-221,4642-e8c55364,Whangaparaoa Road/Ladies Mile,2,0.3460431089606322,0.48333333333333334
988-221,4640-39a48945,812 Whangaparaoa Road,3,0.2512298135117907,0.45
988-221,4638-c0f319c3,Sundown Avenue,4,0.39006316467329355,0.5333333333333333
988-221,4636-3cea5f10,Zealandia Road,5,0.21474662229118843,0.3
988-221,4634-697e819d,Brixton Road,6,0.40914786193410485,0.5833333333333334
988-221,4632-b93a291f,Whangaparaoa Road/Manly Shops,7,0.29949990280921585,0.4666666666666667
988-221,4630-89b4ef18,Manly Fire Station,8,0.3983410522211969,0.6
988-221,4628-30c46a1f,Tindalls Bay Road,9,0.3835116612298777,0.55
988-221,4626-0035ffc8,Crown Road,10,0.3184772123099157,0.45
988-221,4624-1a5fd9b2,Hardley Avenue,11,0.5470331135948442,0.8
988-221,4622-a7c15dd1,Roberts Road,12,0.6775734436792215,1.0333333333333334
988-221,4620-caf3d70f,Gulf Harbour Drive,13,0.24782169810407845,0.38333333333333336
988-221,4618-c0b5a808,Gulf Harbour Drive,14,0.3368969335568582,0.5
988-221,4616-13a41daf,Peter Snell Youth Village,15,0.3327567394238393,0.48333333333333334
988-221,4614-137e1cd0,Siesta Terrace,16,0.3308032893267449,0.48333333333333334
988-221,4612-2536a1aa,1270 Whangaparaoa Road,17,0.31064474702632505,0.45
988-221,4610-913cb7d7,Fishermans Rock Reserve,18,0.24515010328855485,0.36666666666666664
988-221,4608-338c0690,Whangaparaoa Golf Club,19,0.3208671167792245,0.4666666666666667
988-221,4606-c0933a06,Motuketekete Avenue,20,0.3223161068535041,0.48333333333333334
988-221,4604-549c1f5b,Shakespeare Road,21,0.2303065656908015,0.35
988-221,4277-c0b1246e,Everard Avenue,22,0.24347220555030535,0.35
988-221,4600-42c30e80,1454 Whangaparaoa Road,23,0.5434070381048105,0.7833333333333333
988-221,4510-bf780fb6,Shakespear Regional Park,24,0.5476077502395136,2.0
988-221,4601-23b0c6a1,1453 Whangaparaoa Road,25,0.2306117017749187,0.85
988-221,4603-6c46729d,Everard Avenue,26,0.19877872310148642,0.75
988-221,4605-b8533d69,Shakespear Road,27,0.04670186919076269,0.3333333333333333
988-221,4698-80dfb4e1,Shakespear Road/Whangaparaoa Road,28,0.26119818547177326,0.9666666666666667
988-221,4700-aeb18a3d,Havilah View,29,0.32024636456119526,1.1833333333333333
988-221,4702-bd2b0c7a,Clansman Terrace,30,0.45368880003869816,1.65
988-221,4704-16739591,Island View Drive,31,0.7657571744700985,3.1
988-221,4526-8b1c7095,Pinecrest Drive,32,0.2707542639516762,1.0333333333333334
988-221,4710-3e4f2adc,Wentworth Primary School,33,0.3689779061999799,1.5
988-221,4545-8b407b25,Bella Vista Drive,34,1.0736727899904241,4.633333333333334
988-221,4708-d404e05f,Gulf Harbour Terminal,35,,
RBE-402,1761-6b5487b4,Stop C Panmure Station,5,,
18-202,7049-24767414,Vulcan Lane,34,0.3123717225486073,1142.0
18-202,5912-51462bce,Stop D New Lynn,33,0.6747643235498789,1.7333333333333334
18-202,5818-04d6f016,Titirangi Road,34,0.2623404466773074,0.5666666666666667
18-202,5820-f6b44568,Wattle Street,35,0.3776654840014863,0.8166666666666667
18-202,5822-171e1195,Great North Road/Fruitvale Road,36,0.29295965859761014,0.65
18-202,5748-b31d1c01,Great North Road/Lynwood Road,37,0.28831091500814243,0.6333333333333333
18-202,5866-578cdd30,Kelston Girls' College,38,0.4399453511297681,0.9666666666666667
18-202,5868-6e815bab,Brandon Road,39,0.39657311335746065,0.85
18-202,5870-27a9d12b,Glenview Road,40,0.40910215468381933,0.8833333333333333
18-202,5872-3de5051e,Waikumete Cemetery,41,0.43760547914495945,0.95
18-202,5874-3ae70b13,Hepburn Road,42,0.4899060793429737,1.0666666666666667
18-202,5876-21fd0645,View Road,43,0.5127945586919033,1.0
18-202,5878-4a601a57,Kirby Street,44,0.30098406464714555,0.75
18-202,5880-e83b0f0e,Great North Road/Glendene Shops,45,0.6659190088144336,1.4833333333333334
18-202,5882-b2ee6a62,Norcross Avenue,46,0.24846580379845584,0.55
18-202,5884-6041e3e3,Henderson Medical Centre,47,0.27497847859258684,0.9
18-202,1627-4cef46b8,Henderson School,48,0.35805167364708446,1.2
18-202,5841-86978172,Stop A Henderson Station,49,,
OUT-202,7106-026b649d,Victoria Park Market,39,,
774-202,7972-b48b23ef,Glendowie Community Centre,1,0.5236785622601944,1.4666666666666666
774-202,7974-3c810d16,Mount Taylor Drive/Sierra Street,2,0.23442278396694516,0.7666666666666667
774-202,7976-28f3e319,Mount Taylor Drive/Ashby Avenue,3,0.20870743782773535,0.6
774-202,7978-d27cfda9,Odessa Crescent,4,0.32691418512726683,0.95
774-202,7980-a69d5d49,St Heliers Fire Station,5,0.16271192446169958,0.4666666666666667
774-202,7982-fe385a62,Tarawera Terrace,6,0.2529048414376454,0.7166666666666667
774-202,7984-04125d58,Dingle Dell Reserve,7,0.2477594153570193,0.7
774-202,7986-cda2c190,Towai Street,8,0.2251999370515544,0.65
774-202,7988-2bd852c4,Melanesia Road,9,0.3516645177825192,1.0833333333333333
774-202,7990-ef7f5bb4,Allum Street,10,0.24754922757309514,0.7166666666666667
774-202,7992-e4d29cde,Madills Farm,11,0.25393668513500517,0.7333333333333333
774-202,7994-3afb0eec,Melanesia Road Shops,12,0.266921100461706,0.85
774-202,7996-ba6afda6,Tamaki Drive,13,0.25788972115339187,0.85
774-202,7335-5bac9e11,Tamaki Drive/Kohimarama Road,14,0.24599120613703726,0.7
774-202,7333-daa9e8ea,163 Tamaki Drive,15,0.22267911192697998,0.8
774-202,7331-6fef8ef3,Selwyn Avenue,16,0.3301664202298949,0.95
774-202,7329-1ad4e325,Stop A Mission Bay,17,0.27609128964454255,0.9
774-202,7327-f7eb6f04,Selwyn Domain,18,0.6521052532139979,2.533333333333333
774-202,1403-65616714,Bastion Point/Takaparawha,19,0.4019084729283605,2.0166666666666666
774-202,7323-8490824f,Kelly Tarlton's,20,0.20533296820387933,0.65
774-202,7321-e03008fd,Orakei Domain,21,0.4830229562234365,1.5833333333333333
774-202,7319-319b0d49,Okahu Street,22,0.6447433111850543,2.2333333333333334
774-202,7315-f0c8c589,Tamaki Drive/Ngapipi Road,23,1.3065334907269515,4.483333333333333
774-202,7309-2c09a359,Parnell Baths,24,0.3954225541898224,1.3
774-202,7307-e923d63c,Teal Park,25,0.6113684448017688,1.9333333333333333
774-202,7305-be9dba3e,The Strand,26,0.7270237864939542,2.2666666666666666
774-202,7003-0b9ff0e5,Woolworths Quay Street,27,0.5441064706041453,2.1
774-202,7019-18ba0388,Britomart Commerce Street,28,,
83-203,3122-274030a1,Browns Bay Shops,1,0.20233336891784034,0.6333333333333333
83-203,4400-4e8cd0f3,East Coast Bays Library,2,0.24346735129193645,0.5166666666666667
83-203,3124-ecd4cade,Bute Road/Beach Road,3,0.12321810928090647,0.35
83-203,3098-9a7c6659,Woodlands Crescent,4,0.3567193489910468,1.5666666666666667
83-203,3090-71522546,Woodlands Crescent,5,0.20928199074286585,0.4666666666666667
83-203,3046-8d08a637,Firth Road,6,0.17138397726450408,0.38333333333333336
83-203,3048-a66c9a0f,Finchley Road,7,0.4888232014459325,1.0666666666666667
83-203,3050-5db5520d,Barker Rise,8,0.29558734816280285,0.6166666666666667
83-203,3052-5503eb0e,Carlisle Road/Northcross Shops,9,0.23381785255969637,0.5333333333333333
83-203,4512-74c0cfd4,Mayfair Village,10,0.599810914345037,1.3166666666666667
83-203,3184-95522733,Rising Parade,11,0.4618043928727059,0.9666666666666667
83-203,3186-045556e7,Oteha Valley School,12,0.8283741230411489,2.5833333333333335
83-203,4227-0e16a7e9,Stop C Albany Bus Station,13,0.4544418731391372,1.4333333333333333
83-203,4299-45745e03,Munroe Lane,14,0.3385305033458793,1.1333333333333333
83-203,4260-547b67da,Westfield Albany,15,0.4359774629784679,1.3166666666666667
83-203,3742-a592e76b,Civic Crescent,16,0.42142934827863543,1.05
83-203,3587-5ce383f6,Northridge Plaza,17,0.4012087661145144,1.0333333333333334
83-203,3586-e968aba6,Albany Mega Centre,18,0.31689504818828806,0.7833333333333333
83-203,4245-15eb5db8,North Harbour Stadium,19,0.46613804311561957,2.25
83-203,4214-230439df,Massey University,20,,
RBW-402,5841-86978172,Stop A Henderson Station,1,1.2224191945505258,5.0
RBW-402,5424-99adf776,Swanson Road/Sturges Road Station,2,1.759468944409188,6.0
