route_id,stop_id,stop_name,stop_sequence
95B-203,3953-65d457e4,Park Avenue,31
95B-203,3955-edf582eb,Onewa Road/Northcote College,32
95B-203,3957-95f7701d,St Mary's Catholic Church,33
95B-203,3959-54a6c40a,Northcote Primary School,34
95B-203,3961-695cebe3,Bruce Street,35
95B-203,1315-1e8f2b03,Fanshawe Street/Victoria Park,36
95B-203,7142-fda95eea,Customs Street West,37
95B-203,1003-ea94d2b2,Stop B Lower Albert,38
941-203,3568-f27e3073,Stop B Takapuna,1
941-203,3630-18b4c142,Barrys Point Road,2
941-203,3302-146cd6d7,St Joseph's Catholic Church,3
941-203,3867-c879e83d,Taharoto Road,4
941-203,3869-83268ec4,North Shore Hospital,5
941-203,3362-ccf47a82,Stop C Smales Farm,6
941-203,3386-72a1a329,Wairau Road/Forrest Hill Road,7
941-203,3388-de202ff4,Pak'nSAVE Wairau,8
941-203,3737-5c965db8,Poland Road,9
941-203,3739-0dabb3e6,Locket Road,10
941-203,3721-1e3d7493,Chivalry Road/Bruce Road,11
941-203,3728-92762736,Chivalry Road/Bruce Road,12
941-203,3727-8a82e396,Chivalry Road/Diana Drive,13
941-203,3729-19f42f39,Glenfield Presbyterian Church,14
941-203,3731-c229b120,Colin Wild Place,15
941-203,3733-6ea26732,Chivalry Road/Glenfield Road,16
941-203,3875-7f281331,461 Glenfield Road,17
941-203,4010-879b57fd,Glenfield Mall,18
941-203,3912-1a8b4c6f,Kaipatiki Park,19
941-203,3914-e9639715,Glenfield College,20
941-203,4075-af55b9cb,Lauderdale Road,21
941-203,4049-f5b6897e,Lancaster Road,22
941-203,4047-641945d2,Maria Assumpta Catholic Church,23
941-203,4043-1f23b270,Shepherds Park,24
941-203,4037-7a93acc7,Beach Haven Shops,25
941-203,4035-483cab4e,Gilpin Place,26
941-203,4033-249ec654,Aeroview Drive,27
941-203,4031-ae354dce,Lysander Crescent,28
941-203,4029-86fcbb8e,Gemini Place,29
941-203,4027-243bd8c3,Kia Ora Road,30
941-203,4025-ff19fba8,Island Bay Road,31
941-203,4023-2b3d3861,Monte Cassino Place,32
941-203,4021-1281a1ab,Verrans Corner,33
145-206,5905-97f7e250,Stop C Lincoln Bus Interchange,1
145-206,5933-4fb80d39,Stop E Lincoln Bus Interchange,2
145-206,5693-6872c136,Daytona Reserve,3
145-206,5695-512a7aa6,Lincoln Road/Universal Drive,4
145-206,5697-b0ef5dfe,Te Wananga o Aotearoa,5
145-206,5638-06e84243,Kingdale Road,6
145-206,5793-f8c65bed,Alan Avenue,7
145-206,5791-d687d20f,Larnoch Corner,8
145-206,5448-0a679c1e,16 Metcalfe Road,9
145-206,5750-3fc12ea1,Riserra Drive,10
145-206,1554-ceb7a7ce,Ranui Station Road,11
145-206,1629-678231e2,89 Summerland Drive,12
145-206,5731-78ce9ed5,Parkcrest Drive,13
145-206,1587-d3e4f606,Chadlington Avenue,14
145-206,5375-8c93054b,Somerton Rise,15
145-206,5428-ccbbe0cb,Spence Road,16
145-206,5430-bc866490,Tirohunga Drive,17
145-206,5417-02a1e739,Murillo Place,18
145-206,1604-da407fcc,Wally Nola Place walkway,19
145-206,1568-97f605be,Forest Hill Road/Farwood Drive,20
145-206,5328-02b6c4dd,Parrs Cross Road,21
145-206,5335-b8200296,Henderson Valley Shops,22
145-206,5337-59f83e66,Henderson Valley Park,23
145-206,5339-b279244e,Border Road roundabout,24
145-206,5341-35a5174c,Corban Reserve,25
145-206,5343-89ab64a6,Garelja Road,26
145-206,5345-3681ea4d,79 Henderson Valley Road,27
145-206,5347-dda184f9,Keeling Road,28
145-206,5349-ccda7756,Henderson High School,29
145-206,5837-8f27177a,Unitec Waitakere,30
145-206,5860-54b01d1a,Stop B Henderson Station,31
734-221,1908-6214e02f,Vesca Place,4
22N-202,1324-5bb75ebb,Hardinge Street,1
22N-202,1095-d2168523,Vogel Lane,2
22N-202,1083-c5d88fd1,SkyCity Auckland,3
22N-202,7039-8de4104f,AUT,4
22N-202,7154-6abdce52,Whitaker Place,5
22N-202,7162-076ad8fe,Stop C Grafton Bridge,6
22N-202,7166-dede1f1a,Symonds Street/Upper Symonds Street,7
22N-202,8200-d1bfe27c,Mount Eden Road,8
22N-202,8202-8649759f,Mount Eden,9
22N-202,8204-8ceab9a4,George Street,10
22N-202,8208-015ff490,New North Road/Sandringham Road,11
22N-202,8210-11ad8ec2,New North Road/Kingsland Station,12
22N-202,8212-f87a4857,Kingsland Avenue,13
22N-202,8214-5814cd8e,Morningside Shops,14
22N-202,7292-85ba5518,Leslie Avenue,15
22N-202,8866-76b65aa3,Morningside Drive/St Lukes Mall,16
22N-202,1881-82b64ad7,Lyon Avenue,17
22N-202,8868-b5c5fd77,New North Road,18
22N-202,8222-c91d7e87,Mount Albert War Memorial Reserve,19
22N-202,8224-1d6a91ea,Alice Wylie Reserve,20
22N-202,8226-1ed5b7ee,Ferndale House,21
22N-202,8230-086f9a5e,Mount Albert Shops,22
22N-202,8232-aefde1af,Mount Albert Station,23
22N-202,8234-c8ca0638,1028 New North Road,24
22N-202,8236-0623e333,Elim Christian College,25
22N-202,8238-dbd05284,Anderson Park,26
22N-202,8240-4c888723,PAK'nSAVE Mount Albert,27
22N-202,8242-083a1aa0,Soljak Place,28
22N-202,8331-c2dad3f5,Avondale Islamic Centre,29
22N-202,8534-e6e024be,Rosebank Road/Roberton Road,30
22N-202,1456-b3388936,Stop D Avondale,31
22N-202,8146-7c100ff5,Stop B Avondale,32
22N-202,1862-b5bd1852,St Jude Street,33
22N-202,8148-632a4026,St Mary's School,34
22N-202,5814-a272cda1,Portage Road,35
22N-202,1559-6e325d8d,Lynnmall - The Brickworks,36
22N-202,5906-0bdc14c3,Stop A New Lynn,37
295-202,8852-6ff99666,Stop C Royal Oak,1
295-202,1836-1fbc7198,Mount Albert Road,2
295-202,1834-d4ab9f0c,Onehunga Mall,3
295-202,8475-528e372a,Onehunga Mall/Clarke Road,4
295-202,8473-0dfd6c06,Huapai Street,5
295-202,8399-bdcad125,Moana Avenue roundabout,6
295-202,8397-7a972ed5,Athens Road/Moana Avenue,7
295-202,8395-8a86b763,Namata Road,8
295-202,8393-6c2da094,Namata Road/Oranga Avenue,9
295-202,8391-c42921d4,Rawhiti Road Shops,10
295-202,1390-dda03462,Houpara Street,11
295-202,8182-d67af376,Rockfield Road/Oranga Avenue,12
295-202,8184-57535899,Rockfield Road/One Tree Hill College,13
295-202,1536-37828385,Stop C Ellerslie,14
650-202,8766-a2d9be31,Selwyn Village,1
650-202,1607-48d7a4b0,Katoa Street,2
650-202,8043-9024ff28,Walker Park,3
650-202,8057-cfaecfba,Point Chevalier Road,4
650-202,8012-2fb1ac5e,Pt Chevalier Road/Walker Road,5
650-202,8014-87a63ba3,Wakatipu Street,6
650-202,8016-b34483b0,Alberta Street,7
650-202,8018-e3724964,Pt Chevalier Road/Pt Chevalier Shops,8
650-202,8131-3cc7ec8a,Great North Road/Pt Chevalier Shops,9
650-202,8129-39943bed,Walmer Road,10
650-202,8127-33d8995c,Pasadena Shops,11
650-202,8125-0b23e96e,Auckland Zoo,12
650-202,1846-b4231b66,St Lukes Road/Asquith Avenue,13
650-202,8863-401d9e85,New North Road,14
650-202,8044-ebcfe77f,St Lukes Road/St Lukes Mall,15
650-202,8046-5a1a1d23,St Lukes Road/Sandringham Road,16
650-202,8048-7b1b2722,Balmoral Road/Sandringham Road,17
650-202,8050-fc9d077e,Bharatiya Mandir Temple,18
650-202,8052-f707eae8,Potters Park,19
650-202,8054-eef7810e,Matipo Street,20
650-202,8056-60e668ba,Henley Road,21
650-202,8058-d362687f,Balmoral Heights Reserve,22
650-202,8060-567ece18,Kakariki Avenue,23
650-202,8062-7270f4ca,Green Lane West/St Andrews Road,24
650-202,8064-d65bcd7e,The Drive,25
650-202,8066-e78819ac,Manukau Road,26
650-202,8068-32a47d37,Outside Greenlane Clinical Centre,27
650-202,8070-963e9025,Green Lane West/Great South Road,28
650-202,1765-11cb0733,Mercy Ascot Hospital,29
650-202,8072-bbbdeddb,Green Lane East/Peach Parade,30
650-202,8074-957bc7e4,Grand View Road,31
650-202,7422-beddf3d1,Remuera Road/Remuera Village Shops,32
650-202,7424-2c776042,Haast Street,33
650-202,7426-6b1b420c,Koraha Street,34
650-202,7428-f34cfb70,Waiatarua Road,35
650-202,7430-3cf0d40c,Remuera Road/Meadowbank Road,36
650-202,7432-878c3d93,Blackett Crescent,37
650-202,7434-ff8c4c9d,Purewa Cemetery,38
650-202,7436-8773f4fb,Dorchester Street,39
650-202,7438-45206abb,Truman Street,40
650-202,7440-710d994b,Summerset St Johns,41
650-202,7442-72e6bb1a,St Johns College,42
650-202,7444-19c10030,Simkin Avenue,43
650-202,7446-bea9ab60,Cotton Street,44
650-202,7448-2bcdc808,Strong Street,45
650-202,7450-e8a9ffd9,Howard Hunter Avenue/Colin Maiden Park,46
650-202,7452-c63f9ad6,Countdown St Johns,47
650-202,8799-1d827315,Stop A Glen Innes Station,48
326-221,6955-d08738e8,Mangere Town Centre,1
326-221,6645-7897603a,Nga Iwi School,2
326-221,2288-0dae333c,Nevis Place,3
326-221,2286-0969c57b,Ashgrove Road,4
326-221,2284-e3e9c609,Wayne Drive,5
326-221,6631-69c187e7,Friesian Drive,6
326-221,2337-f6d1876f,Colin Street,7
326-221,2339-46766b8f,Waokauri Place,8
326-221,2341-8fd1d007,Gee Place,9
326-221,2323-7e10163f,Portage Road/Aorere College,10
326-221,2433-4f2d0850,Claude Avenue,11
326-221,2315-dd2a63c6,Depak Lane,12
326-221,6426-cb8285e1,Franklin Avenue,13
326-221,6422-9c8a8770,Graeme Avenue Shops,14
326-221,6424-98851ad3,Landon Avenue,15
326-221,6437-8b71ea7e,Greame Avenue,16
326-221,6435-6ca4766d,Earlsworth Road/Gray Avenue,17
326-221,6433-a630a37f,Dreifuss Place,18
326-221,6419-709c7548,Rosella Road,19
326-221,6573-c8680317,Chelsea Avenue,20
326-221,6571-e13090a8,Otahuhu College,21
326-221,2319-0e2bd330,Piki Thompson Way,22
326-221,7649-7f88ce37,Alexander Street,23
326-221,6565-880d14bd,Fort Richard Road,24
326-221,1355-72782936,Stop A Otahuhu Town Centre,25
326-221,7025-f2894a7d,Otahuhu Library,26
326-221,1771-118407aa,Stop D Otahuhu Station,27
123-202,4558-220a072e,Brian Borich Park,1
123-202,4870-fbeac743,St Patricks Catholic Church,2
123-202,4868-13f2822f,Huapai Shops,3
123-202,4866-d912254d,Kumeu Village (west end),4
123-202,4864-d0125440,Kumeu Village (east end),5
123-202,4537-b4d60dd1,Taupaki Road roundabout,6
123-202,4885-76630f3b,Coatesville-Riverhead Highway,7
123-202,5717-dbe98e73,Kennedys Road,8
123-202,5715-74115771,Fred Taylor Park,9
123-202,5713-2c89e21c,Hailes Road,10
123-202,5711-d7533443,109 Fred Taylor Drive,11
123-202,5746-1b8a3e0b,Kawakawa Place,12
123-202,5710-95a1cd20,Maki Street,13
123-202,5733-675895cc,Westgate Lifestyle Shopping Centre,14
123-202,5971-6016804b,Te Hauauru Park,15
123-202,5990-ad2ea439,Tawhia Drive/Kohuhu Lane,16
123-202,1592-5cb98cf9,Stop C Westgate,17
135-206,5085-f207213e,Totara Road/Te Atatu Road,1
135-206,5087-538f35a7,Te Atatu Road/Wharf Road,2
135-206,5089-c940c265,Brennan Avenue,3
135-206,5091-43b1477e,Te Atatu Peninsula Library,4
135-206,5093-e8aa4610,Yeovil Road,5
135-206,5095-2122dcbe,Cellarmans Street,6
135-206,5072-2a5827f7,Gloria Avenue,7
135-206,5913-8dc7cac1,Toru Street,8
135-206,5099-6b417220,Stop C Te Atatu Bus Interchange,9
135-206,5063-16430bda,Stop E Te Atatu Bus Interchange,10
135-206,5075-6b225b0e,Vera Road,11
135-206,5073-95ce271a,McCormick Road,12
135-206,5071-28db53dc,15 Royal View Road,13
135-206,5371-d8edf744,Sherwood Avenue,14
135-206,5369-ccfd4400,Flanshaw Road School,15
135-206,5367-dcda24dc,Grainger Road,16
135-206,5363-e7a32762,St Giles Presbyterian,17
135-206,5351-d6b6f1a1,Woolworths Te Atatu South,18
135-206,5355-803a9bff,Edmonton Road/School Road,19
135-206,5353-482748d2,Strid Road,20
135-206,5649-52bc7499,Vodanovich Road,21
135-206,5357-caa13b8b,Chilcott Road,22
135-206,5359-1634bbd3,Tui Glen Reserve,23
135-206,5361-903e1c6e,Takapu Street,24
135-206,5837-8f27177a,Unitec Waitakere,25
135-206,5860-54b01d1a,Stop B Henderson Station,26
361-203,2166-eb400f92,Elim Christan Centre,9
INN-202,7131-cf2b5a78,Karangahape Road/Queen Street,1
INN-202,1069-6968c8a2,Symonds Street Cemetery,2
INN-202,7228-0bb6f9ba,Park Road/Auckland City Hospital,3
INN-202,7230-e5a8431b,Grafton Station,4
INN-202,8541-4701d941,Melrose Street,5
INN-202,7180-d8879c11,Broadway,6
INN-202,7204-fea806bd,Stop C Westfield Newmarket,7
INN-202,7208-72f6415f,Clovernook Road,8
INN-202,7203-52127399,Stop A Westfield Newmarket,9
INN-202,7199-e53e3497,Olympic Pool,10
INN-202,7197-ee4b9f28,Parnell Library,11
INN-202,7195-565504a6,Ayr Street,12
INN-202,7193-7ada3d13,Holy Trinity Cathedral,13
INN-202,7191-e3f423c1,St Georges Bay Road,14
INN-202,7189-eedafbec,Scarborough Lane,15
INN-202,7187-f06c0550,Parnell Shops,16
INN-202,7185-34e3c82d,Fraser Park,17
INN-202,7183-16dafea4,Churchill Street,18
INN-202,7179-9b4fd003,Spark Arena,19
INN-202,7016-875f30cb,Stop A Britomart Queens Arcade,20
INN-202,7034-7b36cf5b,Bradnor Lane,21
INN-202,1319-b41ddf26,Halsey Street/Victoria Park,22
INN-202,7106-026b649d,Victoria Park Market,23
170-203,5143-79823d88,Arama Avenue,1
170-203,5145-98fb3f5a,735 South Titirangi Road,2
170-203,5147-9600dae5,Herrings Cove Place,3
170-203,5149-ee5ad4c5,McEldowney Road,4
170-203,5151-65ac31e0,Grendon Road,5
170-203,5153-b077e1d9,615 South Titirangi Road,6
170-203,5155-de2cdc3f,569 South Titirangi Road,7
170-203,5157-22f126e5,Titirangi Fire Station,8
170-203,5221-cfbaa14a,Titirangi Village,9
170-203,5217-0c222097,Godley Road,10
170-203,5215-2d3deccb,Highland Avenue,11
170-203,5213-beed2176,Golf Road,12
170-203,5207-48f61057,Pleasant Road,13
170-203,5203-cf26b9ad,Croydon Road,14
170-203,5201-d226c806,Titirangi Road/Willerton Avenue,15
170-203,5199-f5329a5d,Titirangi Road/Gardner Avenue,16
170-203,5146-875983be,New Lynn Samoan Church,17
170-203,1643-2b14cc0d,West Edge,18
170-203,5914-233d0cdc,Stop E New Lynn,19
145-206,5841-86978172,Stop A Henderson Station,1
145-206,5854-3f793442,Unitec Waitakere,2
145-206,5346-f590fa13,Smythe Road,3
145-206,5924-7e158125,Henderson High School,4
145-206,5344-70f221ec,Keeling Road,5
145-206,5342-ec408b33,80 Henderson Valley Road,6
145-206,5340-33d546c8,Garelja Road,7
145-206,5338-514cbe81,Border Road roundabout,8
145-206,5336-8fb7040e,Henderson Valley Park,9
145-206,5334-69208c16,Henderson Valley Shops,10
145-206,1691-86e278cf,Parrs Cross Road,11
145-206,5979-b0ac385d,Forest Hill Road/Farwood Drive,12
145-206,1699-794266c0,7 Forest Hill Road,13
145-206,5426-c65c1e7b,Murillo Place,14
145-206,5721-1d6bf68f,Tirohunga Drive,15
145-206,5419-1491a8c3,Spence Road,16
145-206,5444-e6ee80ca,Somerton Rise,17
145-206,1570-000d1a1d,Chadlington Avenue,18
145-206,5442-98d1e5ff,Parkcrest Drive,19
145-206,5446-51d7c11d,88 Summerland Drive,20
145-206,1569-bed229ee,Ranui Kingdom Hall,21
145-206,5737-728f5801,Riserra Drive,22
145-206,5735-d545c6a1,9 Metcalfe Road,23
145-206,5806-246560f5,Larnoch Corner,24
145-206,5808-f0369053,Alan Avenue,25
145-206,5633-5892448b,Stephen Avenue,26
145-206,5700-b0789bcd,Te Pai Park,27
145-206,5702-ebf863be,Te Wananga o Aotearoa,28
145-206,5704-8e215c4d,Lincoln Road/Universal Drive,29
145-206,5706-c09bdb03,Daytona Reserve,30
145-206,5930-a1619920,Stop G Lincoln Bus Interchange,31
145-206,5905-97f7e250,Stop C Lincoln Bus Interchange,32
162-202,5910-8a72e090,Stop C New Lynn,1
162-202,5818-04d6f016,Titirangi Road,2
162-202,5820-f6b44568,Wattle Street,3
162-202,5822-171e1195,Great North Road/Fruitvale Road,4
162-202,5748-b31d1c01,Great North Road/Lynwood Road,5
162-202,1572-c83a848e,Kelston School,6
162-202,5282-691fc212,Kelston Boys' High School,7
162-202,5284-bc534aa1,St Leonards Road School,8
162-202,5533-0c63b18e,Sabulite Road,9
162-202,5531-ec62fdb6,Blythe Place,10
162-202,5529-a9c35db6,Harmel Road,11
162-202,5527-bc772e00,Rosewarne Crescent,12
162-202,5542-0bce688b,Phelps Place,13
162-202,5540-6e338f9b,Harmel Road,14
162-202,5942-9bd4f3e0,142 Hepburn Road,15
162-202,5538-b6f1115e,Delegat's Wine Estate,16
162-202,5536-609fb5a6,Barry Reserve,17
162-202,5534-16e52aa4,Glendene School,18
162-202,5532-f8842a9b,Glendene Avenue,19
162-202,5530-fd583d64,Crystal Avenue,20
162-202,5509-f4c15c5a,Cron Reserve,21
162-202,5111-f5707a19,Te Atatu Road/Glendene shops,22
162-202,5882-b2ee6a62,Norcross Avenue,23
162-202,5884-6041e3e3,Henderson Medical Centre,24
162-202,1627-4cef46b8,Henderson School,25
162-202,5841-86978172,Stop A Henderson Station,26
845-203,3568-f27e3073,Stop B Takapuna,1
845-203,3630-18b4c142,Barrys Point Road,2
845-203,3302-146cd6d7,St Joseph's Catholic Church,3
845-203,3408-e0b1b769,St Joseph's Catholic School,4
845-203,4438-90bf62e7,Rosmini College,5
845-203,3406-d91e2e44,Puriri Street,6
845-203,3365-04b44a55,25 Karaka Street,7
845-203,3304-e798502b,Rangitira Avenue,8
845-203,3867-c879e83d,Taharoto Road,9
845-203,3869-83268ec4,North Shore Hospital,10
845-203,3362-ccf47a82,Stop C Smales Farm,11
845-203,3281-545dd1cc,Brook Street,12
845-203,3283-a312d4bc,Shakespeare Road/Carmel College,13
845-203,3642-7208ca28,Napoleon Avenue,14
845-203,4311-c98baf99,Waterloo Road,15
845-203,3341-529a4bfd,Nile Road/Alma Road,16
845-203,3339-e8099098,Stanley Avenue/Nile Road,17
845-203,3335-3ddd8201,Dallinghoe Crescent/Stanley Avenue,18
845-203,3337-f3f09586,Dallinghoe Crescent,19
845-203,3257-c1db6d02,Milford Shops,20
845-203,3354-139e6872,Milford Centre,21
112-206,5959-cc4bb279,Kedgley Road/Maki Street,1
112-206,5990-ad2ea439,Tawhia Drive/Kohuhu Lane,2
112-206,5662-11673154,Hobsonville Road/Oriel Avenue,3
112-206,5664-9da68a44,St Catherine Crescent,4
112-206,5666-f000c928,Westgate Pedestrian Bridge,5
112-206,5668-caa45c5b,Oreil Avenue/Fitzherbert Avenue,6
112-206,5670-b1e4b63c,Manutewhau Walk,7
112-206,5648-ab804708,Elizabeth Drive,8
112-206,5650-6b75dc50,West Harbour Church,9
112-206,5656-947b7f2a,Pahi Park,10
112-206,5654-30200cd8,Graceview Way,11
112-206,5652-cfb96c18,Renoir Street,12
112-206,5669-6ef9e57f,Marina View School,13
112-206,5719-879fc23d,Marina View Reserve,14
112-206,1655-809d3809,Clearwater Cove,15
112-206,5685-56b706b9,Mako Street,16
112-206,5683-b5d1a847,75 Wiseley Road,17
112-206,5681-475eb3b9,Williams Road,18
112-206,5679-f797fc0d,Hobsonville Town Centre,19
112-206,5838-c883b04c,Hobsonville War Memorial Park,20
112-206,1644-c6a1f7e3,Hobsonville Point Secondary,21
112-206,1664-050073b5,Hobsonville Point Primary School,22
112-206,1530-0c80e3f9,Isitt Road,23
112-206,1600-014e6544,Hudson Bay Road/Buckley Avenue,24
112-206,5883-d620d9de,Hobsonville Point Terminal,25
OUT-202,1077-b34e9b07,St Lukes Mega Centre,1
OUT-202,1881-82b64ad7,Lyon Avenue,2
OUT-202,8868-b5c5fd77,New North Road,3
OUT-202,8222-c91d7e87,Mount Albert War Memorial Reserve,4
OUT-202,8224-1d6a91ea,Alice Wylie Reserve,5
OUT-202,8226-1ed5b7ee,Ferndale House,6
OUT-202,8228-149b40c0,Lloyd Avenue,7
OUT-202,8035-e0a62ca6,Benfield Avenue,8
OUT-202,8033-7eb25754,Gladstone Primary,9
OUT-202,8879-01ec0b14,Mount Albert Unitec Entry 3,10
OUT-202,8031-e7dee892,Mount Albert Unitec Entry 2,11
OUT-202,8029-6fd7ec67,Mount Albert Unitec Entry 1,12
OUT-202,8019-c5ecbfa8,Pt Chevalier Road/Pt Chevalier Shops,13
OUT-202,8017-77e7b595,Alberta Street,14
OUT-202,8015-b729d704,Wakatipu Street,15
OUT-202,8013-76ef650d,Pt Chevalier Road/Walker Road,16
OUT-202,1049-ef8b69e4,Moa Road,17
OUT-202,1051-3ab326d8,Meola Road/MOTAT,18
OUT-202,8491-4c2b3c12,Westmere Shops,19
OUT-202,8493-d8c9215b,Kotare Avenue,20
OUT-202,8495-d8b98d40,Cox's Bay Reserve,21
OUT-202,8497-30667212,Jervois Road,22
OUT-202,7124-8993255e,Masons Avenue,23
OUT-202,7121-c9212dc1,Bayfield School,24
OUT-202,7119-5fc299b0,Lawrence Street,25
OUT-202,7117-e91d6511,John Street,26
OUT-202,7115-63c0ed0a,St Stephen's Church,27
OUT-202,7113-084b368e,Three Lamps,28
OUT-202,7111-398e6ec5,Mercy Hospice,29
OUT-202,7109-13c2b0c9,Gudgeon Street,30
OUT-202,7107-14d27628,Victoria Park Market,31
OUT-202,1079-d80fd2d6,Sale Street,32
OUT-202,1089-d1686dd6,International Convention Centre,33
OUT-202,1094-2f276785,Lorne Street,34
OUT-202,7088-d255c2d6,Auckland Art Gallery,35
RBE-402,1777-3e02a2cf,Stop B Otahuhu Station,1
RBE-402,2005-b39cf748,Middlemore Station and Hospital,2
RBE-402,2313-e969f225,Stop C Papatoetoe Station,3
RBE-402,1793-29934674,Stop C Puhinui,4
RBE-402,2179-0e8b708d,Stop A Manukau Station,5
95C-203,1006-3a3acd71,Stop E Lower Albert,1
95C-203,7034-7b36cf5b,Bradnor Lane,2
95C-203,7036-f1ffa0be,Fanshawe Street/Victoria Park,3
95C-203,4086-e3011afc,Bruce Street,4
95C-203,4074-7874377f,Northcote Primary School,5
95C-203,4076-af729862,St Mary's Catholic Church,6
95C-203,4078-48253b25,Onewa Road/Northcote College,7
95C-203,4080-a0eeb155,Park Avenue,8
95C-203,4082-99e2cd3a,Aorangi Place,9
95C-203,4084-21e50969,Birkenhead Avenue,10
95C-203,4028-381f8e18,Waratah Street,11
95C-203,4026-61f69c2e,Recreation Drive,12
95C-203,4024-237d686b,Coroglen Avenue,13
95C-203,4022-ed5a6ffe,Glenfield Road/Eskdale Road,14
95C-203,4020-9b397c06,Speedy Crescent,15
95C-203,4018-7ef4a7b7,Coronation Road,16
95C-203,4016-ca8d1b1e,Roberts Road,17
95C-203,4014-607993a2,Oruamo Domain,18
95C-203,4012-13195c7b,Peach Road,19
95C-203,3881-93f87ab4,Glenfield Mall,20
95C-203,4004-8cf2f56c,Mayfield Road,21
95C-203,4002-61ddb3d1,Manuka Road,22
95C-203,4000-1eaf90a2,Glenfield Road/Wairau Road,23
95C-203,3400-75e06476,Glenfield Road/James Street,24
95C-203,4334-3a764410,Sunset Road/Glenfield Road,25
95C-203,3826-ba110925,Tenbless Court,26
95C-203,3828-ff3cd79c,Trias Road,27
95C-203,3830-1431ef34,114 Sunset Road,28
95C-203,3275-af3d8d2f,Sunset Road/Meadowood Drive,29
95C-203,4221-73f35c2b,Stop F Constellation,30
WX1-206,5959-cc4bb279,Kedgley Road/Maki Street,1
WX1-206,5990-ad2ea439,Tawhia Drive/Kohuhu Lane,2
WX1-206,5901-853b2260,Stop A Lincoln Bus Interchange,3
WX1-206,5096-07314091,Stop A Te Atatu Bus Interchange,4
WX1-206,7135-b1ba3584,Rainbow Bridge/Karangahape Road,5
WX1-206,7133-173774ea,Pitt Street,6
WX1-206,7061-10099e39,Queen Street/Myers Park,7
WX1-206,7059-607e2a63,Auckland Town Hall,8
WX1-206,7053-154c6c71,Wellesley Street,9
WX1-206,7049-24767414,Vulcan Lane,10
147-206,5841-86978172,Stop A Henderson Station,1
147-206,5854-3f793442,Unitec Waitakere,2
147-206,5777-5d08633a,Waitakere Gardens,3
147-206,5696-d55e366b,Waitakere Hospital,4
147-206,5698-d763602c,Lincoln Centre,5
147-206,5638-06e84243,Kingdale Road,6
147-206,5793-f8c65bed,Alan Avenue,7
147-206,5791-d687d20f,Larnoch Corner,8
147-206,5448-0a679c1e,16 Metcalfe Road,9
147-206,5750-3fc12ea1,Riserra Drive,10
147-206,1554-ceb7a7ce,Ranui Station Road,11
147-206,1617-3a7a204f,Ranui Station,12
147-206,5749-3383db05,Ranui Library,13
